SG_UF,CO_MACRORREGIONAL,NO_MACRORREGIONAL,CO_CIR,NO_CIR_PADRAO,CO_MUNICIPIO_IBGE,NO_MUNICIPIO,POP2021,,obs
MT,5.102,MACRORREGIAO OESTE,51.011,OESTE MATOGROSSENSE,510562,MIRASSOL D'OESTE,28.135,,
MT,5.106,MACRORREGIÃO CENTRO-NOROESTE,51.004,CENTRO NORTE,510590,NOBRES,15.332,,
MT,5.106,MACRORREGIÃO CENTRO-NOROESTE,51.004,CENTRO NORTE,510600,NORTELANDIA,5.858,,
MT,5.105,MACRORREGIAO CENTRO-NORTE,51.002,BAIXADA CUIABANA,510610,NOSSA SENHORA DO LIVRAMENTO,13.093,,
MT,5.103,MACRORREGIAO NORTE ,51.001,ALTO TAPAJOS,510615,NOVA BANDEIRANTES,16.052,,
MT,5.105,MACRORREGIAO CENTRO-NORTE,51.002,BAIXADA CUIABANA,510620,NOVA BRASILANDIA,3.656,,
MT,5.103,MACRORREGIAO NORTE ,51.010,NORTE MATOGROSSENSE,510621,NOVA CANAA DO NORTE,12.876,,
MT,5.103,MACRORREGIAO NORTE ,51.010,NORTE MATOGROSSENSE,510880,NOVA GUARITA,4.407,,
MT,5.102,MACRORREGIAO OESTE,51.012,SUDOESTE MATOGROSSENSE,510618,NOVA LACERDA,6.861,,
MT,5.106,MACRORREGIÃO CENTRO-NOROESTE,51.007,MEDIO NORTE MATOGROSSENSE,510885,NOVA MARILANDIA,3.332,,
MT,5.106,MACRORREGIÃO CENTRO-NOROESTE,51.004,CENTRO NORTE,510890,NOVA MARINGA,9.056,,
MT,5.103,MACRORREGIAO NORTE ,51.001,ALTO TAPAJOS,510895,NOVA MONTE VERDE,9.375,,
MT,5.103,MACRORREGIAO NORTE ,51.014,TELES PIRES,510622,NOVA MUTUM,48.222,,
MT,5.104,MACRORREGIAO LESTE,51.006,MEDIO ARAGUAIA,510617,NOVA NAZARE,4.013,,
MT,5.106,MACRORREGIÃO CENTRO-NOROESTE,51.007,MEDIO NORTE MATOGROSSENSE,510623,NOVA OLIMPIA,20.820,,
MT,5.103,MACRORREGIAO NORTE ,51.010,NORTE MATOGROSSENSE,510619,NOVA SANTA HELENA,3.755,,
MT,5.103,MACRORREGIAO NORTE ,51.014,TELES PIRES,510624,NOVA UBIRATA,12.492,,
MT,5.104,MACRORREGIAO LESTE,51.005,GARCAS ARAGUAIA,510625,NOVA XAVANTINA,21.695,,
MT,5.103,MACRORREGIAO NORTE ,51.016,VALE DOS ARINOS,510627,NOVO HORIZONTE DO NORTE,4.069,,
MT,5.103,MACRORREGIAO NORTE ,51.015,VALE DO PEIXOTO,510626,NOVO MUNDO,9.545,,
MT,5.104,MACRORREGIAO LESTE,51.009,NORTE ARAGUAIA KARAJA,510631,NOVO SANTO ANTONIO,2.769,,
MT,5.104,MACRORREGIAO LESTE,51.005,GARCAS ARAGUAIA,510628,NOVO SAO JOAQUIM,4.837,,
MT,5.103,MACRORREGIAO NORTE ,51.001,ALTO TAPAJOS,510629,PARANAITA,11.291,,
MT,5.101,MACRORREGIAO SUL ,51.013,SUL MATOGROSSENSE,510630,PARANATINGA,23.250,,
MT,5.101,MACRORREGIAO SUL ,51.013,SUL MATOGROSSENSE,510637,PEDRA PRETA,17.547,,
MT,5.103,MACRORREGIAO NORTE ,51.015,VALE DO PEIXOTO,510642,PEIXOTO DE AZEVEDO,35.695,,
MT,5.105,MACRORREGIAO CENTRO-NORTE,51.002,BAIXADA CUIABANA,510645,PLANALTO DA SERRA,2.637,,
MT,5.105,MACRORREGIAO CENTRO-NORTE,51.002,BAIXADA CUIABANA,510650,POCONE,33.386,,
MT,5.104,MACRORREGIAO LESTE,51.005,GARCAS ARAGUAIA,510665,PONTAL DO ARAGUAIA,6.972,,
MT,5.104,MACRORREGIAO LESTE,51.005,GARCAS ARAGUAIA,510670,PONTE BRANCA,1.525,,
MT,5.102,MACRORREGIAO OESTE,51.012,SUDOESTE MATOGROSSENSE,510675,PONTES E LACERDA,46.105,,
MT,5.104,MACRORREGIAO LESTE,51.003,ARAGUAIA XINGU,510677,PORTO ALEGRE DO NORTE,12.849,,
MT,5.103,MACRORREGIAO NORTE ,51.016,VALE DOS ARINOS,510680,PORTO DOS GAUCHOS,5.344,,
MT,5.102,MACRORREGIAO OESTE,51.011,OESTE MATOGROSSENSE,510682,PORTO ESPERIDIAO,12.176,,
MT,5.106,MACRORREGIÃO CENTRO-NOROESTE,51.007,MEDIO NORTE MATOGROSSENSE,510685,PORTO ESTRELA,2.794,,
MT,5.101,MACRORREGIAO SUL ,51.013,SUL MATOGROSSENSE,510700,POXOREO,15.936,,
MT,5.101,MACRORREGIAO SUL ,51.013,SUL MATOGROSSENSE,510704,PRIMAVERA DO LESTE,63.876,,
MT,5.104,MACRORREGIAO LESTE,51.006,MEDIO ARAGUAIA,510706,QUERENCIA,18.386,,
MT,5.102,MACRORREGIAO OESTE,51.011,OESTE MATOGROSSENSE,510715,RESERVA DO CABACAL,2.754,,
MT,5.104,MACRORREGIAO LESTE,51.006,MEDIO ARAGUAIA,510718,RIBEIRAO CASCALHEIRA,10.450,,
MT,5.104,MACRORREGIAO LESTE,51.005,GARCAS ARAGUAIA,510719,RIBEIRAOZINHO,2.439,,
MT,5.102,MACRORREGIAO OESTE,51.011,OESTE MATOGROSSENSE,510720,RIO BRANCO,5.147,,
MT,5.102,MACRORREGIAO OESTE,51.012,SUDOESTE MATOGROSSENSE,510757,RONDOLANDIA,4.069,,
MT,5.101,MACRORREGIAO SUL ,51.013,SUL MATOGROSSENSE,510760,RONDONOPOLIS,239.613,,
MT,5.106,MACRORREGIÃO CENTRO-NOROESTE,51.004,CENTRO NORTE,510770,ROSARIO OESTE,16.999,,
MT,5.102,MACRORREGIAO OESTE,51.011,OESTE MATOGROSSENSE,510775,SALTO DO CEU,3.226,,
MT,5.103,MACRORREGIAO NORTE ,51.014,TELES PIRES,510724,SANTA CARMEM,4.600,,
MT,5.104,MACRORREGIAO LESTE,51.003,ARAGUAIA XINGU,510774,SANTA CRUZ DO XINGU,2.700,,
MT,5.103,MACRORREGIAO NORTE ,51.014,TELES PIRES,510776,SANTA RITA DO TRIVELATO,3.602,,
MT,5.104,MACRORREGIAO LESTE,51.003,ARAGUAIA XINGU,510777,SANTA TEREZINHA,8.547,,
MT,5.106,MACRORREGIÃO CENTRO-NOROESTE,51.007,MEDIO NORTE MATOGROSSENSE,510726,SANTO AFONSO,3.164,,
MT,5.101,MACRORREGIAO SUL ,51.013,SUL MATOGROSSENSE,510779,SANTO ANTONIO DO LESTE,5.459,,
MT,5.105,MACRORREGIAO CENTRO-NORTE,51.002,BAIXADA CUIABANA,510780,SANTO ANTONIO DO LEVERGER,17.188,,
MT,5.104,MACRORREGIAO LESTE,51.009,NORTE ARAGUAIA KARAJA,510785,SAO FELIX DO ARAGUAIA,11.934,,
MT,5.101,MACRORREGIAO SUL ,51.013,SUL MATOGROSSENSE,510729,SAO JOSE DO POVO,4.102,,
MT,5.106,MACRORREGIÃO CENTRO-NOROESTE,51.004,CENTRO NORTE,510730,SAO JOSE DO RIO CLARO,21.351,,
MT,5.104,MACRORREGIAO LESTE,51.003,ARAGUAIA XINGU,510735,SAO JOSE DO XINGU,5.646,,
MT,5.102,MACRORREGIAO OESTE,51.011,OESTE MATOGROSSENSE,510710,SAO JOSE DOS QUATRO MARCOS,18.788,,
MT,5.101,MACRORREGIAO SUL ,51.013,SUL MATOGROSSENSE,510740,SAO PEDRO DA CIPA,4.823,,
MT,5.106,MACRORREGIÃO CENTRO-NOROESTE,51.007,MEDIO NORTE MATOGROSSENSE,510787,SAPEZAL,27.485,,
MT,5.104,MACRORREGIAO LESTE,51.009,NORTE ARAGUAIA KARAJA,510788,SERRA NOVA DOURADA,1.705,,
MT,5.103,MACRORREGIAO NORTE ,51.014,TELES PIRES,510790,SINOP,148.960,,
MT,5.103,MACRORREGIAO NORTE ,51.014,TELES PIRES,510792,SORRISO,94.941,,
MT,5.103,MACRORREGIAO NORTE ,51.016,VALE DOS ARINOS,510794,TABAPORA,9.357,,
MT,5.106,MACRORREGIÃO CENTRO-NOROESTE,51.007,MEDIO NORTE MATOGROSSENSE,510795,TANGARA DA SERRA,107.631,,
MT,5.103,MACRORREGIAO NORTE ,51.014,TELES PIRES,510800,TAPURAH,14.380,,
MT,5.103,MACRORREGIAO NORTE ,51.015,VALE DO PEIXOTO,510805,TERRA NOVA DO NORTE,9.284,,
MT,5.101,MACRORREGIAO SUL ,51.013,SUL MATOGROSSENSE,510810,TESOURO,3.761,,
MT,5.104,MACRORREGIAO LESTE,51.005,GARCAS ARAGUAIA,510820,TORIXOREU,3.487,,
MT,5.103,MACRORREGIAO NORTE ,51.014,TELES PIRES,510830,UNIAO DO SUL,3.455,,
MT,5.102,MACRORREGIAO OESTE,51.012,SUDOESTE MATOGROSSENSE,510835,VALE DE SAO DOMINGOS,3.124,,
MT,5.105,MACRORREGIAO CENTRO-NORTE,51.002,BAIXADA CUIABANA,510840,VARZEA GRANDE,290.383,,
MT,5.103,MACRORREGIAO NORTE ,51.014,TELES PIRES,510850,VERA,11.731,,
MT,5.102,MACRORREGIAO OESTE,51.012,SUDOESTE MATOGROSSENSE,510550,VILA BELA DA SANTISSIMA TRINDADE,16.412,,
MT,5.104,MACRORREGIAO LESTE,51.003,ARAGUAIA XINGU,510860,VILA RICA,26.946,,
PA,1.512,MACRORREGIONAL I,15.011,TOCANTINS,150010,ABAETETUBA,160.439,,
PA,1.509,MACRORREGIONAL IV,15.003,CARAJAS,150013,ABEL FIGUEIREDO,7.536,,
PA,1.511,MACRORREGIONAL II,15.007,METROPOLITANA II,150020,ACARA,55.744,,
PA,1.512,MACRORREGIONAL I,15.013,MARAJO I,150030,AFUA,39.910,,
PA,1.509,MACRORREGIONAL IV,15.001,ARAGUAIA,150034,AGUA AZUL DO NORTE,27.797,,
PA,1.510,MACRORREGIONAL III ,15.002,BAIXO AMAZONAS,150040,ALENQUER,57.390,,
PA,1.510,MACRORREGIONAL III ,15.002,BAIXO AMAZONAS,150050,ALMEIRIM,34.044,,
PA,1.510,MACRORREGIONAL III ,15.012,XINGU,150060,ALTAMIRA,117.320,,
PA,1.512,MACRORREGIONAL I,15.014,MARAJO II,150070,ANAJAS,30.091,,
PA,1.512,MACRORREGIONAL I,15.006,METROPOLITANA I,150080,ANANINDEUA,540.410,,
PA,1.510,MACRORREGIONAL III ,15.012,XINGU,150085,ANAPU,29.312,,
PA,1.511,MACRORREGIONAL II,15.009,RIO CAETES,150090,AUGUSTO CORREA,46.937,,
PA,1.511,MACRORREGIONAL II,15.008,METROPOLITANA III,150095,AURORA DO PARA,32.200,,
PA,1.510,MACRORREGIONAL III ,15.010,TAPAJOS,150100,AVEIRO,16.421,,
PA,1.512,MACRORREGIONAL I,15.014,MARAJO II,150110,BAGRE,31.967,,
PA,1.512,MACRORREGIONAL I,15.011,TOCANTINS,150120,BAIAO,49.454,,
PA,1.509,MACRORREGIONAL IV,15.001,ARAGUAIA,150125,BANNACH,3.239,,
PA,1.512,MACRORREGIONAL I,15.011,TOCANTINS,150130,BARCARENA,129.333,,
PA,1.512,MACRORREGIONAL I,15.006,METROPOLITANA I,150140,BELEM,1.506.420,,
PA,1.510,MACRORREGIONAL III ,15.002,BAIXO AMAZONAS,150145,BELTERRA,17.944,,
PA,1.512,MACRORREGIONAL I,15.006,METROPOLITANA I,150150,BENEVIDES,64.780,,
PA,1.509,MACRORREGIONAL IV,15.003,CARAJAS,150157,BOM JESUS DO TOCANTINS,17.254,,
PA,1.511,MACRORREGIONAL II,15.009,RIO CAETES,150160,BONITO,16.769,,
PA,1.511,MACRORREGIONAL II,15.009,RIO CAETES,150170,BRAGANCA,130.122,,
PA,1.510,MACRORREGIONAL III ,15.012,XINGU,150172,BRASIL NOVO,14.883,,
PA,1.509,MACRORREGIONAL IV,15.003,CARAJAS,150175,BREJO GRANDE DO ARAGUAIA,7.357,,
PA,1.509,MACRORREGIONAL IV,15.004,LAGO DE TUCURUI,150178,BREU BRANCO,68.597,,
PA,1.512,MACRORREGIONAL I,15.014,MARAJO II,150180,BREVES,104.280,,
PA,1.511,MACRORREGIONAL II,15.007,METROPOLITANA II,150190,BUJARU,29.717,,
PA,1.512,MACRORREGIONAL I,15.013,MARAJO I,150200,CACHOEIRA DO ARARI,24.355,,
PA,1.511,MACRORREGIONAL II,15.009,RIO CAETES,150195,CACHOEIRA DO PIRIA,35.307,,
PA,1.512,MACRORREGIONAL I,15.011,TOCANTINS,150210,CAMETA,140.814,,
PA,1.509,MACRORREGIONAL IV,15.003,CARAJAS,150215,CANAA DOS CARAJAS,39.103,,
PA,1.511,MACRORREGIONAL II,15.009,RIO CAETES,150220,CAPANEMA,69.828,,
PA,1.511,MACRORREGIONAL II,15.008,METROPOLITANA III,150230,CAPITAO POCO,54.545,,
PA,1.511,MACRORREGIONAL II,15.008,METROPOLITANA III,150240,CASTANHAL,205.667,,
PA,1.512,MACRORREGIONAL I,15.013,MARAJO I,150250,CHAVES,24.175,,
PA,1.511,MACRORREGIONAL II,15.007,METROPOLITANA II,150260,COLARES,12.175,,
PA,1.509,MACRORREGIONAL IV,15.001,ARAGUAIA,150270,CONCEICAO DO ARAGUAIA,48.115,,
PA,1.511,MACRORREGIONAL II,15.007,METROPOLITANA II,150275,CONCORDIA DO PARA,34.236,,
PA,1.509,MACRORREGIONAL IV,15.001,ARAGUAIA,150276,CUMARU DO NORTE,14.044,,
PA,1.509,MACRORREGIONAL IV,15.003,CARAJAS,150277,CURIONOPOLIS,17.764,,
PA,1.512,MACRORREGIONAL I,15.014,MARAJO II,150280,CURRALINHO,35.530,,
PA,1.510,MACRORREGIONAL III ,15.002,BAIXO AMAZONAS,150285,CURUA,14.776,,
PA,1.511,MACRORREGIONAL II,15.008,METROPOLITANA III,150290,CURUCA,41.093,,
PA,1.509,MACRORREGIONAL IV,15.003,CARAJAS,150293,DOM ELISEU,61.206,,
PA,1.509,MACRORREGIONAL IV,15.003,CARAJAS,150295,ELDORADO DOS CARAJAS,34.069,,
PA,1.510,MACRORREGIONAL III ,15.002,BAIXO AMAZONAS,150300,FARO,6.949,,
PA,1.509,MACRORREGIONAL IV,15.001,ARAGUAIA,150304,FLORESTA DO ARAGUAIA,20.742,,
PA,1.511,MACRORREGIONAL II,15.008,METROPOLITANA III,150307,GARRAFAO DO NORTE,26.155,,
PA,1.509,MACRORREGIONAL IV,15.004,LAGO DE TUCURUI,150309,GOIANESIA DO PARA,41.678,,
PA,1.512,MACRORREGIONAL I,15.014,MARAJO II,150310,GURUPA,34.127,,
PA,1.511,MACRORREGIONAL II,15.008,METROPOLITANA III,150320,IGARAPE-ACU,39.234,,
PA,1.512,MACRORREGIONAL I,15.011,TOCANTINS,150330,IGARAPE-MIRI,63.367,,
PA,1.511,MACRORREGIONAL II,15.008,METROPOLITANA III,150340,INHANGAPI,12.009,,
PA,1.511,MACRORREGIONAL II,15.008,METROPOLITANA III,150345,IPIXUNA DO PARA,67.170,,
PA,1.511,MACRORREGIONAL II,15.008,METROPOLITANA III,150350,IRITUIA,32.639,,
PA,1.510,MACRORREGIONAL III ,15.010,TAPAJOS,150360,ITAITUBA,101.541,,
PA,1.509,MACRORREGIONAL IV,15.003,CARAJAS,150370,ITUPIRANGA,53.439,,
PA,1.510,MACRORREGIONAL III ,15.010,TAPAJOS,150375,JACAREACANGA,6.952,,
PA,1.509,MACRORREGIONAL IV,15.004,LAGO DE TUCURUI,150380,JACUNDA,60.517,,
PA,1.510,MACRORREGIONAL III ,15.002,BAIXO AMAZONAS,150390,JURUTI,59.961,,
PA,1.512,MACRORREGIONAL I,15.011,TOCANTINS,150400,LIMOEIRO DO AJURU,29.623,,
PA,1.511,MACRORREGIONAL II,15.008,METROPOLITANA III,150405,MAE DO RIO,30.389,,
PA,1.511,MACRORREGIONAL II,15.008,METROPOLITANA III,150410,MAGALHAES BARATA,8.598,,
PA,1.509,MACRORREGIONAL IV,15.003,CARAJAS,150420,MARABA,287.664,,
PA,1.511,MACRORREGIONAL II,15.008,METROPOLITANA III,150430,MARACANA,29.559,,
PA,1.511,MACRORREGIONAL II,15.008,METROPOLITANA III,150440,MARAPANIM,28.563,,
PA,1.512,MACRORREGIONAL I,15.006,METROPOLITANA I,150442,MARITUBA,135.812,,
PA,1.510,MACRORREGIONAL III ,15.012,XINGU,150445,MEDICILANDIA,32.347,,
PA,1.512,MACRORREGIONAL I,15.014,MARAJO II,150450,MELGACO,28.121,,
PA,1.512,MACRORREGIONAL I,15.011,TOCANTINS,150460,MOCAJUBA,31.917,,
PA,1.512,MACRORREGIONAL I,15.011,TOCANTINS,150470,MOJU,84.251,,
PA,1.510,MACRORREGIONAL III ,15.002,BAIXO AMAZONAS,150475,MOJUI DOS CAMPOS,16.282,,
PA,1.510,MACRORREGIONAL III ,15.002,BAIXO AMAZONAS,150480,MONTE ALEGRE,58.289,,
PA,1.512,MACRORREGIONAL I,15.013,MARAJO I,150490,MUANA,41.454,,
PA,1.511,MACRORREGIONAL II,15.008,METROPOLITANA III,150495,NOVA ESPERANCA DO PIRIA,21.519,,
PA,1.509,MACRORREGIONAL IV,15.003,CARAJAS,150497,NOVA IPIXUNA,17.027,,
PA,1.511,MACRORREGIONAL II,15.009,RIO CAETES,150500,NOVA TIMBOTEUA,15.646,,
PA,1.510,MACRORREGIONAL III ,15.010,TAPAJOS,150503,NOVO PROGRESSO,25.769,,
PA,1.509,MACRORREGIONAL IV,15.004,LAGO DE TUCURUI,150506,NOVO REPARTIMENTO,78.488,,
PA,1.510,MACRORREGIONAL III ,15.002,BAIXO AMAZONAS,150510,OBIDOS,52.473,,
PA,1.512,MACRORREGIONAL I,15.011,TOCANTINS,150520,OEIRAS DO PARA,33.182,,
PA,1.510,MACRORREGIONAL III ,15.002,BAIXO AMAZONAS,150530,ORIXIMINA,74.921,,
PA,1.511,MACRORREGIONAL II,15.009,RIO CAETES,150540,OUREM,18.079,,
PA,1.509,MACRORREGIONAL IV,15.001,ARAGUAIA,150543,OURILANDIA DO NORTE,33.831,,
PA,1.510,MACRORREGIONAL III ,15.012,XINGU,150548,PACAJA,49.110,,
PA,1.509,MACRORREGIONAL IV,15.003,CARAJAS,150549,PALESTINA DO PARA,7.575,,
PA,1.511,MACRORREGIONAL II,15.008,METROPOLITANA III,150550,PARAGOMINAS,115.838,,
PA,1.509,MACRORREGIONAL IV,15.003,CARAJAS,150553,PARAUAPEBAS,218.787,,
PA,1.509,MACRORREGIONAL IV,15.001,ARAGUAIA,150555,PAU D'ARCO,5.339,,
PA,1.511,MACRORREGIONAL II,15.009,RIO CAETES,150560,PEIXE-BOI,8.084,,
PA,1.509,MACRORREGIONAL IV,15.003,CARAJAS,150563,PICARRA,12.976,,
PA,1.510,MACRORREGIONAL III ,15.002,BAIXO AMAZONAS,150565,PLACAS,32.325,,
PA,1.512,MACRORREGIONAL I,15.013,MARAJO I,150570,PONTA DE PEDRAS,32.007,,
PA,1.512,MACRORREGIONAL I,15.014,MARAJO II,150580,PORTEL,63.831,,
PA,1.510,MACRORREGIONAL III ,15.012,XINGU,150590,PORTO DE MOZ,42.456,,
PA,1.510,MACRORREGIONAL III ,15.002,BAIXO AMAZONAS,150600,PRAINHA,29.827,,
PA,1.511,MACRORREGIONAL II,15.009,RIO CAETES,150610,PRIMAVERA,10.889,,
PA,1.511,MACRORREGIONAL II,15.009,RIO CAETES,150611,QUATIPURU,13.794,,
PA,1.509,MACRORREGIONAL IV,15.001,ARAGUAIA,150613,REDENCAO,86.326,,
PA,1.509,MACRORREGIONAL IV,15.001,ARAGUAIA,150616,RIO MARIA,18.208,,
PA,1.509,MACRORREGIONAL IV,15.003,CARAJAS,150618,RONDON DO PARA,53.242,,
PA,1.510,MACRORREGIONAL III ,15.010,TAPAJOS,150619,RUROPOLIS,52.473,,
PA,1.511,MACRORREGIONAL II,15.009,RIO CAETES,150620,SALINOPOLIS,41.164,,
PA,1.512,MACRORREGIONAL I,15.013,MARAJO I,150630,SALVATERRA,24.392,,
PA,1.512,MACRORREGIONAL I,15.006,METROPOLITANA I,150635,SANTA BARBARA DO PARA,21.811,,
PA,1.512,MACRORREGIONAL I,15.013,MARAJO I,150640,SANTA CRUZ DO ARARI,10.496,,
PA,1.511,MACRORREGIONAL II,15.007,METROPOLITANA II,150650,SANTA IZABEL DO PARA,72.856,,
PA,1.511,MACRORREGIONAL II,15.009,RIO CAETES,150655,SANTA LUZIA DO PARA,19.839,,
PA,1.509,MACRORREGIONAL IV,15.001,ARAGUAIA,150658,SANTA MARIA DAS BARREIRAS,22.244,,
PA,1.511,MACRORREGIONAL II,15.008,METROPOLITANA III,150660,SANTA MARIA DO PARA,25.127,,
PA,1.509,MACRORREGIONAL IV,15.001,ARAGUAIA,150670,SANTANA DO ARAGUAIA,75.995,,
PA,1.510,MACRORREGIONAL III ,15.002,BAIXO AMAZONAS,150680,SANTAREM,308.339,,
PA,1.511,MACRORREGIONAL II,15.009,RIO CAETES,150690,SANTAREM NOVO,6.796,,
PA,1.511,MACRORREGIONAL II,15.007,METROPOLITANA II,150700,SANTO ANTONIO DO TAUA,32.346,,
PA,1.511,MACRORREGIONAL II,15.007,METROPOLITANA II,150710,SAO CAETANO DE ODIVELAS,18.207,,
PA,1.509,MACRORREGIONAL IV,15.003,CARAJAS,150715,SAO DOMINGOS DO ARAGUAIA,25.945,,
PA,1.511,MACRORREGIONAL II,15.008,METROPOLITANA III,150720,SAO DOMINGOS DO CAPIM,32.285,,
PA,1.509,MACRORREGIONAL IV,15.001,ARAGUAIA,150730,SAO FELIX DO XINGU,135.732,,
PA,1.511,MACRORREGIONAL II,15.008,METROPOLITANA III,150740,SAO FRANCISCO DO PARA,15.978,,
PA,1.509,MACRORREGIONAL IV,15.003,CARAJAS,150745,SAO GERALDO DO ARAGUAIA,24.566,,
PA,1.511,MACRORREGIONAL II,15.008,METROPOLITANA III,150746,SAO JOAO DA PONTA,6.294,,
PA,1.511,MACRORREGIONAL II,15.009,RIO CAETES,150747,SAO JOAO DE PIRABAS,23.440,,
PA,1.509,MACRORREGIONAL IV,15.003,CARAJAS,150750,SAO JOAO DO ARAGUAIA,14.105,,
PA,1.511,MACRORREGIONAL II,15.008,METROPOLITANA III,150760,SAO MIGUEL DO GUAMA,60.268,,
PA,1.512,MACRORREGIONAL I,15.013,MARAJO I,150770,SAO SEBASTIAO DA BOA VISTA,27.302,,
PA,1.509,MACRORREGIONAL IV,15.001,ARAGUAIA,150775,SAPUCAIA,6.088,,
PA,1.510,MACRORREGIONAL III ,15.012,XINGU,150780,SENADOR JOSE PORFIRIO,11.305,,
PA,1.512,MACRORREGIONAL I,15.013,MARAJO I,150790,SOURE,25.752,,
PA,1.509,MACRORREGIONAL IV,15.004,LAGO DE TUCURUI,150795,TAILANDIA,111.554,,
PA,1.511,MACRORREGIONAL II,15.008,METROPOLITANA III,150796,TERRA ALTA,11.971,,
PA,1.510,MACRORREGIONAL III ,15.002,BAIXO AMAZONAS,150797,TERRA SANTA,19.063,,
PA,1.511,MACRORREGIONAL II,15.007,METROPOLITANA II,150800,TOME-ACU,64.604,,
PA,1.511,MACRORREGIONAL II,15.009,RIO CAETES,150803,TRACUATEUA,31.549,,
PA,1.510,MACRORREGIONAL III ,15.010,TAPAJOS,150805,TRAIRAO,19.344,,
PA,1.509,MACRORREGIONAL IV,15.001,ARAGUAIA,150808,TUCUMA,40.661,,
PA,1.509,MACRORREGIONAL IV,15.004,LAGO DE TUCURUI,150810,TUCURUI,116.605,,
PA,1.511,MACRORREGIONAL II,15.008,METROPOLITANA III,150812,ULIANOPOLIS,62.286,,
PA,1.510,MACRORREGIONAL III ,15.012,XINGU,150815,URUARA,45.395,,
PA,1.511,MACRORREGIONAL II,15.007,METROPOLITANA II,150820,VIGIA,54.650,,
PA,1.511,MACRORREGIONAL II,15.009,RIO CAETES,150830,VISEU,62.093,,
PA,1.510,MACRORREGIONAL III ,15.012,XINGU,150835,VITORIA DO XINGU,15.421,,
PA,1.509,MACRORREGIONAL IV,15.001,ARAGUAIA,150840,XINGUARA,45.416,,
PB,2.501,MACRORREGIAO III - SERTAO/ALTO SERTAO,25.011,11ª REGIAO,250010,AGUA BRANCA,10.375,,
PB,2.501,MACRORREGIAO III - SERTAO/ALTO SERTAO,25.007,7ª REGIAO,250020,AGUIAR,5.622,,
PB,2.502,MACRORREGIAO II - CAMPINA GRANDE,25.003,3ª REGIAO,250030,ALAGOA GRANDE,28.384,,
PB,2.502,MACRORREGIAO II - CAMPINA GRANDE,25.003,3ª REGIAO,250040,ALAGOA NOVA,20.992,,
PB,2.503,MACRORREGIAO I - JOAO PESSOA,25.002,2ª REGIAO,250050,ALAGOINHA,14.629,,
PB,2.502,MACRORREGIAO II - CAMPINA GRANDE,25.015,15ª REGIAO,250053,ALCANTIL,5.527,,
PB,2.502,MACRORREGIAO II - CAMPINA GRANDE,25.003,3ª REGIAO,250057,ALGODAO DE JANDAIRA,2.588,,
PB,2.503,MACRORREGIAO I - JOAO PESSOA,25.001,1ª REGIAO MATA ATLANTICA,250060,ALHANDRA,19.865,,
PB,2.502,MACRORREGIAO II - CAMPINA GRANDE,25.005,5ª REGIAO,250073,AMPARO,2.264,,
PB,2.501,MACRORREGIAO III - SERTAO/ALTO SERTAO,25.010,10ª REGIAO,250077,APARECIDA,8.482,,
PB,2.503,MACRORREGIAO I - JOAO PESSOA,25.002,2ª REGIAO,250080,ARACAGI,16.857,,
PB,2.502,MACRORREGIAO II - CAMPINA GRANDE,25.003,3ª REGIAO,250090,ARARA,13.613,,
PB,2.503,MACRORREGIAO I - JOAO PESSOA,25.002,2ª REGIAO,250100,ARARUNA,20.610,,
PB,2.502,MACRORREGIAO II - CAMPINA GRANDE,25.003,3ª REGIAO,250110,AREIA,22.493,,
PB,2.501,MACRORREGIAO III - SERTAO/ALTO SERTAO,25.006,6ª REGIAO,250115,AREIA DE BARAUNAS,2.105,,
PB,2.502,MACRORREGIAO II - CAMPINA GRANDE,25.003,3ª REGIAO,250120,AREIAL,7.054,,
PB,2.502,MACRORREGIAO II - CAMPINA GRANDE,25.015,15ª REGIAO,250130,AROEIRAS,19.081,,
PB,2.502,MACRORREGIAO II - CAMPINA GRANDE,25.016,16ª REGIAO,250135,ASSUNCAO,4.067,,
PB,2.503,MACRORREGIAO I - JOAO PESSOA,25.014,14ª REGIAO,250140,BAIA DA TRAICAO,9.197,,
PB,2.503,MACRORREGIAO I - JOAO PESSOA,25.002,2ª REGIAO,250150,BANANEIRAS,21.220,,
PB,2.502,MACRORREGIAO II - CAMPINA GRANDE,25.004,4ª REGIAO,250153,BARAUNA,5.033,,
PB,2.502,MACRORREGIAO II - CAMPINA GRANDE,25.004,4ª REGIAO,250160,BARRA DE SANTA ROSA,15.607,,
PB,2.502,MACRORREGIAO II - CAMPINA GRANDE,25.015,15ª REGIAO,250157,BARRA DE SANTANA,8.338,,
PB,2.502,MACRORREGIAO II - CAMPINA GRANDE,25.015,15ª REGIAO,250170,BARRA DE SAO MIGUEL,6.095,,
PB,2.503,MACRORREGIAO I - JOAO PESSOA,25.001,1ª REGIAO MATA ATLANTICA,250180,BAYEUX,97.519,,
PB,2.503,MACRORREGIAO I - JOAO PESSOA,25.002,2ª REGIAO,250190,BELEM,17.733,,
PB,2.501,MACRORREGIAO III - SERTAO/ALTO SERTAO,25.008,8ª REGIAO,250200,BELEM DO BREJO DO CRUZ,7.356,,
PB,2.501,MACRORREGIAO III - SERTAO/ALTO SERTAO,25.009,9ª REGIAO,250205,BERNARDINO BATISTA,3.571,,
PB,2.501,MACRORREGIAO III - SERTAO/ALTO SERTAO,25.007,7ª REGIAO,250210,BOA VENTURA,5.248,,
